"year_week" "ranking" "change_grp" "change_val" "title" "artist" "gaon_index" "production" "distribution"
"201805" "66" "down" "2" "첫눈처럼 너에게 가겠다" "에일리 (Ailee)" 41384820 "Stone Music Entertainment, 화앤담픽쳐스" "Stone Music Entertainment"
"201805" "67" "new" "new" "Anpanman" "방탄소년단" 40866358 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "68" "new" "new" "134340" "방탄소년단" 40703402 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "69" "down" "7" "짙어져" "멜로망스(Melomance)" 40203152 "스페이스오디티" "Kakao Entertainment"
"201805" "70" "new" "new" "Love Maze" "방탄소년단" 40035260 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "71" "up" "1" "마지막처럼" "BLACKPINK" 39941666 "YG Entertainment" "지니뮤직"
"201805" "72" "up" "85" "우리 둘만 아는" "윤건" 39084534 "센토엔터테인먼트" "지니뮤직"
"201805" "73" "down" "12" "에너제틱 (Energetic)" "Wanna One (워너원)" 38975674 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201805" "74" "down" "7" "노력" "박원" 38387900 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201805" "75" "new" "new" "Magic Shop" "방탄소년단" 38369476 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "76" "down" "26" "주인공" "선미" 37407495 "메이크어스엔터테인먼트, The Black Label" "Kakao Entertainment"
"201805" "77" "new" "new" "Airplane pt.2" "방탄소년단" 37223531 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "78" "down" "15" "썸 탈꺼야" "볼빨간사춘기" 37058576 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201805" "79" "down" "43" "내가 더 나빠" "헤이즈 (Heize)" 36317149 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201805" "80" "down" "51" "탓 (Prod. BOYCOLD)" "이병재 (Vinxen)" 36226115 "Stone Music Entertainment" "Stone Music Entertainment"
"201805" "81" "down" "24" "Beautiful" "Wanna One (워너원)" 35958896 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201805" "82" "down" "41" "약속해요 (I.P.U.)" "Wanna One (워너원)" 35637118 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201805" "83" "down" "9" "Stand By Your Man" "Carla Bruni" 34880550 "Universal Music" "Universal Music"
"201805" "84" "down" "8" "애쓰지 마요" "박보람" 34390731 "Stone Music Entertainment, MMO Entertainment" "Stone Music Entertainment"
"201805" "85" "new" "new" "우리 서로" "김나영" 34090690 "네버랜드엔터테인먼트" "Kakao Entertainment"
"201805" "86" "new" "new" "무슨 말이 필요해 (Go Away)" "용준형" 33201209 "어라운드 어스" "Kakao Entertainment"
"201805" "87" "new" "new" "So What" "방탄소년단" 32534917 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "88" "up" "9" "비" "폴킴" 32338395 "뉴런뮤직" "NHN벅스"
"201805" "89" "new" "new" "My Paradise (Feat. 청하, VINXEN)" "GroovyRoom (그루비룸)" 32295878 "H1GHR MUSIC" "Kakao Entertainment"
"201805" "90" "down" "57" "Like It (Feat. 행주, 보이비)" "배연서 (WEBSTER B), 윤진영(Clloud)" 31209662 "Stone Music Entertainment" "Stone Music Entertainment"
"201805" "91" "new" "new" "바람사람" "볼빨간사춘기" 30631509 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201805" "92" "down" "14" "바람이 불었으면 좋겠어" "길구봉구" 29880381 "WS엔터테인먼트" "Kakao Entertainment"
"201805" "93" "down" "9" "Closer (Feat. Halsey)" "The Chainsmokers" 29836232 "Disruptor Records, Columbia" "Sony Music"
"201805" "94" "down" "1" "Universe" "EXO" 29738631 "SM Entertainment" "Dreamus"
"201805" "95" "new" "new" "Intro _ Singularity" "방탄소년단" 29323895 "BIGHIT MUSIC / HYBE" "Dreamus"
"201805" "96" "new" "new" "열애중" "벤 (Ben)" 29317759 "메이저나인" "지니뮤직"
"201805" "97" "down" "26" "기억의 빈자리" "나얼" 29312991 "인넥스트트렌드, 롱플레이뮤직" "Stone Music Entertainment"
"201805" "98" "down" "4" "폰서트" "10cm" 28952055 "매직스트로베리사운드" "Kakao Entertainment"
"201805" "99" "down" "26" "피카부 (Peek-A-Boo)" "레드벨벳(Red Velvet)" 27938022 "SM Entertainment" "Dreamus"
"201805" "100" "down" "25" "좋아" "윤종신, 민서" 27230274 "미스틱스토리" "Stone Music Entertainment"
"201804" "1" "up" "HOT" "지나오다" "닐로 (Nilo)" 168705235 "닐로 컴퍼니" "퍼플파인 엔터테인먼트"
"201804" "2" "up" "HOT" "바코드 (Prod. GroovyRoom)" "김하온 (HAON), 이병재 (Vinxen)" 168374270 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "3" "new" "new" "EVERYDAY" "WINNER" 164610122 "YG Entertainment" "지니뮤직"
"201804" "4" "new" "new" "What is Love?" "TWICE" 160069521 "JYP Entertainment" "Dreamus"
"201804" "5" "down" "2" "꽃 길" "BIGBANG (빅뱅)" 158810421 "YG Entertainment" "지니뮤직"
"201804" "6" "down" "5" "별이 빛나는 밤" "마마무 (Mamamoo)" 154143737 "RBW" "Kakao Entertainment"
"201804" "7" "up" "11" "You" "멜로망스(Melomance)" 148661883 "JTBC" "인터파크"
"201804" "8" "down" "6" "사랑을 했다 (LOVE SCENARIO)" "iKON" 148031944 "YG Entertainment" "지니뮤직"
"201804" "9" "down" "5" "뿜뿜" "모모랜드 (MOMOLAND)" 125065764 "엠엘디엔터테인먼트, 카카오 M" "Kakao Entertainment"
"201804" "10" "down" "4" "그날처럼" "장덕철" 116230434 "리메즈" "Kakao Entertainment"
"201804" "11" "up" "8" "My Way" "이수" 112353353 "윈드밀이엔티, 뮤직버디" "뮤직앤뉴"
"201804" "12" "up" "28" "소나기 (Feat. 10cm)" "용준형" 109195989 "어라운드 어스" "Kakao Entertainment"
"201804" "13" "up" "15" "북 (Prod.SLO)" "배연서 (WEBSTER B), 오담률 (CHIN CHILLA)" 107346615 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "14" "new" "new" "붕붕 (Feat. Sik-K) (Prod. GroovyRoom)" "김하온 (HAON)" 105134406 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "15" "down" "8" "그때 헤어지면 돼" "로이킴" 104373863 "Stone Music Entertainment, MMO Entertainment" "Stone Music Entertainment"
"201804" "16" "up" "54" "어린 왕자 (Prod. Godic)" "김하온(HAON), 박준호(PULLIK)" 97300095 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "17" "new" "new" "주지마" "로꼬 (LOCO), 화사" 95329453 "한국방송공사" "Kakao Entertainment"
"201804" "18" "down" "13" "Jenga (Feat. Gaeko)" "헤이즈 (Heize)" 95283787 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201804" "19" "down" "7" "선물" "멜로망스(Melomance)" 95040353 "민트페이퍼, 광합성" "Kakao Entertainment"
"201804" "20" "down" "11" "Roller Coaster" "청하" 94919726 "MNH Entertainment" "Stone Music Entertainment"
"201804" "21" "down" "11" "HandClap" "Fitz & The Tantrums" 92712327 "Elektra" "Warner Music"
"201804" "22" "down" "9" "Havana (Feat. Young Thug)" "Camila Cabello" 83393623 "Syco Music/Epic" "Sony Music"
"201804" "23" "down" "15" "Bad Boy" "레드벨벳(Red Velvet)" 79029053 "SM Entertainment" "Dreamus"
"201804" "24" "down" "9" "비행운" "문문 (MoonMoon)" 77026183 "덕선레코드" "미러볼뮤직"
"201804" "25" "down" "2" "BOOMERANG (부메랑)" "Wanna One (워너원)" 75789593 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201804" "26" "up" "76" "모든 날, 모든 순간 (Every day, Every Moment)" "폴킴" 70055956 "SM Entertainment" "Dreamus"
"201804" "27" "new" "new" "전혀 (Feat. 우원재) (Prod. GroovyRoom)" "이병재 (Vinxen)" 68628774 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "28" "down" "3" "이 별" "길구봉구" 67054674 "뮤직웍스" "지니뮤직"
"201804" "29" "new" "new" "탓 (Prod. BOYCOLD)" "이병재 (Vinxen)" 65641752 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "30" "down" "14" "눈사람" "정승환" 65223551 "안테나뮤직" "지니뮤직"
"201804" "31" "down" "14" "instagram" "DEAN" 63911022 "Joombas Co Ltd & Universal Music" "Universal Music"
"201804" "32" "down" "12" "밤이 되니까" "펀치 (Punch)" 62787422 "냠냠엔터테인먼트" "Stone Music Entertainment"
"201804" "33" "up" "67" "Like It (Feat. 행주, 보이비)" "배연서 (WEBSTER B), 윤진영(Clloud)" 61312688 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "34" "down" "4" "가을 안부" "먼데이 키즈 (Monday Kiz)" 61282904 "먼데이키즈 컴퍼니" "지니뮤직"
"201804" "35" "new" "new" "花요일 (Blooming Day)" "EXO-CBX (첸백시)" 61187910 "SM Entertainment" "Dreamus"
"201804" "36" "down" "25" "내가 더 나빠" "헤이즈 (Heize)" 60554161 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201804" "37" "down" "11" "Heart Shaker" "TWICE" 57790317 "JYP Entertainment" "Dreamus"
"201804" "38" "down" "6" "밤편지" "아이유 (IU)" 57790267 "페이브엔터테인먼트,카카오 M" "Kakao Entertainment"
"201804" "39" "down" "12" "좋니" "윤종신" 57713148 "미스틱스토리" "Kakao Entertainment"
"201804" "40" "down" "9" "Shape of You" "Ed Sheeran" 57105258 "Atlantic Records UK" "Warner Music"
"201804" "41" "down" "27" "약속해요 (I.P.U.)" "Wanna One (워너원)" 56367567 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201804" "42" "new" "new" "이로한 (Feat. ELO, Jessi) (Prod. Padi)" "배연서 (WEBSTER B)" 56270941 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "43" "down" "14" "all of my life" "박원" 55415113 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201804" "44" "down" "22" "#첫사랑" "볼빨간사춘기" 54636102 "쇼파르뮤직, 딩고뮤직" "Kakao Entertainment"
"201804" "45" "new" "new" "넋두리" "닐로 (Nilo)" 54453789 "닐로엔터테인먼트" "퍼플파인 엔터테인먼트"
"201804" "46" "down" "8" "시차 (We Are) (Feat. 로꼬 & GRAY)" "우원재" 53612623 "AOMG" "Stone Music Entertainment"
"201804" "47" "down" "8" "비도 오고 그래서 (Feat. 신용재)" "헤이즈 (Heize)" 52508461 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "48" "down" "15" "눈 떠보니 이별이더라" "포맨 (4Men)" 52441617 "메이저나인" "Kakao Entertainment"
"201804" "49" "down" "14" "DNA" "방탄소년단" 51262305 "BIGHIT MUSIC / HYBE" "Dreamus"
"201804" "50" "down" "29" "주인공" "선미" 51088693 "메이크어스엔터테인먼트, The Black Label" "Kakao Entertainment"
"201804" "51" "down" "14" "LIKEY" "TWICE" 50390156 "JYP Entertainment" "Dreamus"
"201804" "52" NA "-" "빨간 맛 (Red Flavor)" "레드벨벳(Red Velvet)" 49594186 "SM Entertainment" "Dreamus"
"201804" "53" "down" "17" "그리워하다" "비투비 (BTOB)" 48275633 "큐브엔터테인먼트" "Kakao Entertainment"
"201804" "54" "down" "6" "봄날" "방탄소년단" 47760481 "BIGHIT MUSIC / HYBE" "Dreamus"
"201804" "55" "new" "new" "Adios (Prod. BOYCOLD)" "김하온 (HAON)" 47566424 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "56" "up" "9" "REALLY REALLY" "WINNER" 47204088 "YG Entertainment" "지니뮤직"
"201804" "57" "down" "23" "Beautiful" "Wanna One (워너원)" 47181853 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201804" "58" "up" "22" "벚꽃 엔딩" "버스커 버스커 (Busker Busker)" 47150334 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "59" "up" "25" "결혼" "문문 (MoonMoon)" 46032904 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "60" "down" "17" "There`s Nothing Holdin` Me Back" "Shawn Mendes" 46013131 "Island Records, a division of UMG Recordings, Inc." "Universal Music"
"201804" "61" "down" "14" "에너제틱 (Energetic)" "Wanna One (워너원)" 45686620 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201804" "62" "down" "7" "짙어져" "멜로망스(Melomance)" 45133060 "스페이스오디티" "Kakao Entertainment"
"201804" "63" "down" "17" "썸 탈꺼야" "볼빨간사춘기" 44955545 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201804" "64" "down" "14" "첫눈처럼 너에게 가겠다" "에일리 (Ailee)" 44020345 "Stone Music Entertainment, 화앤담픽쳐스" "Stone Music Entertainment"
"201804" "65" "down" "7" "Thunder" "Imagine Dragons" 43049190 "KIDinaKORNER, Interscope Records" "Universal Music"
"201804" "66" "down" "2" "미안해" "양다일" 43048060 "브랜뉴뮤직" "Kakao Entertainment"
"201804" "67" "down" "16" "노력" "박원" 42806802 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201804" "68" "new" "new" "Young Wave (Feat. 행주, 보이비)" "오담률 (CHIN CHILLA)" 42684281 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "69" "new" "new" "AIR" "WINNER" 42378405 "YG Entertainment" "지니뮤직"
"201804" "70" "new" "new" "내일해" "EXID" 42159270 "바나나컬쳐" "Sony Music"
"201804" "71" "down" "29" "기억의 빈자리" "나얼" 42094192 "인넥스트트렌드, 롱플레이뮤직" "Stone Music Entertainment"
"201804" "72" "down" "16" "마지막처럼" "BLACKPINK" 41711416 "YG Entertainment" "지니뮤직"
"201804" "73" "down" "32" "피카부 (Peek-A-Boo)" "레드벨벳(Red Velvet)" 40433851 "SM Entertainment" "Dreamus"
"201804" "74" "new" "new" "Stand By Your Man" "Carla Bruni" 40195794 "Universal Music" "Universal Music"
"201804" "75" "down" "30" "좋아" "윤종신, 민서" 39644702 "미스틱스토리" "Stone Music Entertainment"
"201804" "76" "down" "7" "애쓰지 마요" "박보람" 38890468 "Stone Music Entertainment, MMO Entertainment" "Stone Music Entertainment"
"201804" "77" "up" "HOT" "운명 (The Chance of Love)" "동방신기" 36589517 "SM Entertainment" "Dreamus"
"201804" "78" "down" "10" "바람이 불었으면 좋겠어" "길구봉구" 35923389 "WS엔터테인먼트" "Kakao Entertainment"
"201804" "79" "down" "55" "괜찮냐고" "헤이즈 (Heize)" 35647432 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201804" "80" "down" "20" "바보야" "허각" 34901089 "플레이엠엔터테인먼트" "Kakao Entertainment"
"201804" "81" "up" "33" "봄 사랑 벚꽃 말고" "HIGH4, 아이유 (IU)" 34810792 "엔에이피엔터테인먼트" "Kakao Entertainment"
"201804" "82" "new" "new" "욕심" "멜로망스(Melomance)" 34770628 "민트페이퍼, 광합성" "Kakao Entertainment"
"201804" "83" "down" "29" "그때의 나, 그때의 우리" "어반 자카파 (Urban Zakapa)" 34458946 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201804" "84" "down" "17" "Closer (Feat. Halsey)" "The Chainsmokers" 34375354 "Disruptor Records, Columbia" "Sony Music"
"201804" "85" "up" "79" "봄이 좋냐??" "10cm" 33428806 "매직스트로베리사운드" "포크라노스"
"201804" "86" "down" "33" "너 없는 시간들" "다비치" 32519688 "Stone Music Entertainment, B2M Entertainment" "Stone Music Entertainment"
"201804" "87" "down" "25" "나의 사춘기에게" "볼빨간사춘기" 31738449 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201804" "88" "down" "31" "가시나" "선미" 30676146 "메이크어스엔터테인먼트, The Black Label" "Kakao Entertainment"
"201804" "89" "down" "16" "팔레트 (Feat. G-DRAGON)" "아이유 (IU)" 30242682 "페이브엔터테인먼트,카카오 M" "Kakao Entertainment"
"201804" "90" "new" "new" "손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SO..." "WINNER" 30039282 "YG Entertainment" "지니뮤직"
"201804" "91" "down" "30" "연애소설 (Feat. 아이유)" "에픽하이 (EPIK HIGH)" 29525343 "YG Entertainment" "지니뮤직"
"201804" "92" "down" "43" "답장" "김동률" 29506941 "뮤직팜" "Kakao Entertainment"
"201804" "93" "down" "12" "Universe" "EXO" 29020054 "SM Entertainment" "Dreamus"
"201804" "94" "up" "5" "폰서트" "10cm" 28984516 "매직스트로베리사운드" "Kakao Entertainment"
"201804" "95" "down" "19" "나타나줘 (Feat. 박재범)" "로꼬 (LOCO)" 28532097 "AOMG" "Kakao Entertainment"
"201804" "96" "new" "new" "EASY (Feat. 식케이)" "휘인 (Whee In)" 28484357 "RBW" "Kakao Entertainment"
"201804" "97" "up" "1" "비" "폴킴" 26736485 "뉴런뮤직" "NHN벅스"
"201804" "98" "new" "new" "어른" "Sondia" 26667409 "Stone Music Entertainment" "Stone Music Entertainment"
"201804" "99" "down" "55" "다른사람을 사랑하고 있어" "수지" 26481522 "JYP Entertainment" "Dreamus"
"201804" "100" "up" "9" "GOLD" "Wanna One (워너원)" 26029469 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201803" "1" "new" "new" "별이 빛나는 밤" "마마무 (Mamamoo)" 219015952 "RBW" "Kakao Entertainment"
"201803" "2" "down" "1" "사랑을 했다 (LOVE SCENARIO)" "iKON" 212503498 "YG Entertainment" "지니뮤직"
"201803" "3" "new" "new" "꽃 길" "BIGBANG (빅뱅)" 196811315 "YG Entertainment" "지니뮤직"
"201803" "4" NA "-" "뿜뿜" "모모랜드 (MOMOLAND)" 176579938 "엠엘디엔터테인먼트, 카카오 M" "Kakao Entertainment"
"201803" "5" "new" "new" "Jenga (Feat. Gaeko)" "헤이즈 (Heize)" 176316746 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201803" "6" "down" "3" "그날처럼" "장덕철" 156200922 "리메즈" "Kakao Entertainment"
"201803" "7" "down" "1" "그때 헤어지면 돼" "로이킴" 146252551 "Stone Music Entertainment, MMO Entertainment" "Stone Music Entertainment"
"201803" "8" "down" "6" "Bad Boy" "레드벨벳(Red Velvet)" 125097270 "SM Entertainment" "Dreamus"
"201803" "9" "down" "1" "Roller Coaster" "청하" 120712102 "MNH Entertainment" "Stone Music Entertainment"
"201803" "10" "up" "6" "HandClap" "Fitz & The Tantrums" 120538329 "Elektra" "Warner Music"
"201803" "11" "new" "new" "내가 더 나빠" "헤이즈 (Heize)" 116827627 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201803" "12" "down" "3" "선물" "멜로망스(Melomance)" 114658349 "민트페이퍼, 광합성" "Kakao Entertainment"
"201803" "13" "down" "6" "Havana (Feat. Young Thug)" "Camila Cabello" 111400912 "Syco Music/Epic" "Sony Music"
"201803" "14" "new" "new" "약속해요 (I.P.U.)" "Wanna One (워너원)" 105165947 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201803" "15" "down" "5" "비행운" "문문 (MoonMoon)" 100298647 "덕선레코드" "미러볼뮤직"
"201803" "16" "down" "4" "눈사람" "정승환" 97711053 "안테나뮤직" "지니뮤직"
"201803" "17" "down" "4" "instagram" "DEAN" 88530134 "Joombas Co Ltd & Universal Music" "Universal Music"
"201803" "18" "up" "38" "You" "멜로망스(Melomance)" 85938614 "JTBC" "인터파크"
"201803" "19" "up" "46" "My Way" "이수" 84506657 "윈드밀이엔티, 뮤직버디" "뮤직앤뉴"
"201803" "20" "down" "5" "밤이 되니까" "펀치 (Punch)" 83161520 "냠냠엔터테인먼트" "Stone Music Entertainment"
"201803" "21" "down" "16" "주인공" "선미" 83010692 "메이크어스엔터테인먼트, The Black Label" "Kakao Entertainment"
"201803" "22" "down" "11" "#첫사랑" "볼빨간사춘기" 79324693 "쇼파르뮤직, 딩고뮤직" "Kakao Entertainment"
"201803" "23" "new" "new" "BOOMERANG (부메랑)" "Wanna One (워너원)" 78378720 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201803" "24" "new" "new" "괜찮냐고" "헤이즈 (Heize)" 77805666 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201803" "25" "down" "4" "이 별" "길구봉구" 77681896 "뮤직웍스" "지니뮤직"
"201803" "26" "down" "9" "Heart Shaker" "TWICE" 72146695 "JYP Entertainment" "Dreamus"
"201803" "27" "down" "9" "좋니" "윤종신" 71966054 "미스틱스토리" "Kakao Entertainment"
"201803" "28" "new" "new" "북 (Prod.SLO)" "배연서 (WEBSTER B), 오담률 (CHIN CHILLA)" 69716056 "Stone Music Entertainment" "Stone Music Entertainment"
"201803" "29" "down" "7" "all of my life" "박원" 67180312 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201803" "30" "up" "3" "가을 안부" "먼데이 키즈 (Monday Kiz)" 65754362 "먼데이키즈 컴퍼니" "지니뮤직"
"201803" "31" "down" "1" "Shape of You" "Ed Sheeran" 64552722 "Atlantic Records UK" "Warner Music"
"201803" "32" "down" "3" "밤편지" "아이유 (IU)" 63508474 "페이브엔터테인먼트,카카오 M" "Kakao Entertainment"
"201803" "33" "up" "28" "눈 떠보니 이별이더라" "포맨 (4Men)" 63112124 "메이저나인" "Kakao Entertainment"
"201803" "34" "up" "3" "Beautiful" "Wanna One (워너원)" 62159416 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201803" "35" "down" "10" "DNA" "방탄소년단" 61625532 "BIGHIT MUSIC / HYBE" "Dreamus"
"201803" "36" "down" "8" "그리워하다" "비투비 (BTOB)" 61244076 "큐브엔터테인먼트" "Kakao Entertainment"
"201803" "37" "down" "14" "LIKEY" "TWICE" 59910957 "JYP Entertainment" "Dreamus"
"201803" "38" "down" "7" "시차 (We Are) (Feat. 로꼬 & GRAY)" "우원재" 58937295 "AOMG" "Stone Music Entertainment"
"201803" "39" "up" "4" "비도 오고 그래서 (Feat. 신용재)" "헤이즈 (Heize)" 58655493 "Stone Music Entertainment" "Stone Music Entertainment"
"201803" "40" "new" "new" "소나기 (Feat. 10cm)" "용준형" 56984763 "어라운드 어스" "Kakao Entertainment"
"201803" "41" "down" "17" "피카부 (Peek-A-Boo)" "레드벨벳(Red Velvet)" 56075014 "SM Entertainment" "Dreamus"
"201803" "42" "down" "22" "기억의 빈자리" "나얼" 55409592 "인넥스트트렌드, 롱플레이뮤직" "Stone Music Entertainment"
"201803" "43" "down" "7" "There`s Nothing Holdin` Me Back" "Shawn Mendes" 54106708 "Island Records, a division of UMG Recordings, Inc." "Universal Music"
"201803" "44" "down" "30" "다른사람을 사랑하고 있어" "수지" 53953059 "JYP Entertainment" "Dreamus"
"201803" "45" "down" "18" "좋아" "윤종신, 민서" 53530387 "미스틱스토리" "Stone Music Entertainment"
"201803" "46" "down" "14" "썸 탈꺼야" "볼빨간사춘기" 53489304 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201803" "47" "up" "11" "에너제틱 (Energetic)" "Wanna One (워너원)" 53363200 "YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT" "Stone Music Entertainment"
"201803" "48" "down" "3" "봄날" "방탄소년단" 52104295 "BIGHIT MUSIC / HYBE" "Dreamus"
"201803" "49" "down" "30" "답장" "김동률" 51318755 "뮤직팜" "Kakao Entertainment"
"201803" "50" "down" "11" "첫눈처럼 너에게 가겠다" "에일리 (Ailee)" 50526682 "Stone Music Entertainment, 화앤담픽쳐스" "Stone Music Entertainment"
"201803" "51" "down" "9" "노력" "박원" 50228863 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201803" "52" "down" "3" "빨간 맛 (Red Flavor)" "레드벨벳(Red Velvet)" 49334555 "SM Entertainment" "Dreamus"
"201803" "53" "down" "27" "너 없는 시간들" "다비치" 48999703 "Stone Music Entertainment, B2M Entertainment" "Stone Music Entertainment"
"201803" "54" "down" "20" "그때의 나, 그때의 우리" "어반 자카파 (Urban Zakapa)" 48138033 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201803" "55" "down" "2" "짙어져" "멜로망스(Melomance)" 48092736 "스페이스오디티" "Kakao Entertainment"
"201803" "56" "down" "5" "마지막처럼" "BLACKPINK" 47313272 "YG Entertainment" "지니뮤직"
"201803" "57" "down" "19" "가시나" "선미" 45377490 "메이크어스엔터테인먼트, The Black Label" "Kakao Entertainment"
"201803" "58" "up" "27" "Thunder" "Imagine Dragons" 45064849 "KIDinaKORNER, Interscope Records" "Universal Music"
"201803" "59" "new" "new" "Look" "GOT7" 44902013 "JYP Entertainment" "Dreamus"
"201803" "60" "down" "13" "바보야" "허각" 44767650 "플레이엠엔터테인먼트" "Kakao Entertainment"
"201803" "61" "down" "17" "연애소설 (Feat. 아이유)" "에픽하이 (EPIK HIGH)" 44210789 "YG Entertainment" "지니뮤직"
"201803" "62" "down" "10" "나의 사춘기에게" "볼빨간사춘기" 42695399 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201803" "63" "down" "22" "오늘밤도" "펀치 (Punch)" 42565239 "냠냠엔터테인먼트" "Stone Music Entertainment"
"201803" "64" "up" "2" "미안해" "양다일" 41373261 "브랜뉴뮤직" "Kakao Entertainment"
"201803" "65" "down" "8" "REALLY REALLY" "WINNER" 41252265 "YG Entertainment" "지니뮤직"
"201803" "66" "down" "31" "Lonely (Feat. 태연)" "종현 (JONGHYUN)" 40904475 "SM Entertainment" "Dreamus"
"201803" "67" "up" "5" "Closer (Feat. Halsey)" "The Chainsmokers" 40706468 "Disruptor Records, Columbia" "Sony Music"
"201803" "68" "up" "6" "바람이 불었으면 좋겠어" "길구봉구" 40044716 "WS엔터테인먼트" "Kakao Entertainment"
"201803" "69" "up" "32" "애쓰지 마요" "박보람" 39549299 "Stone Music Entertainment, MMO Entertainment" "Stone Music Entertainment"
"201803" "70" "new" "new" "어린 왕자 (Prod. Godic)" "김하온(HAON), 박준호(PULLIK)" 38995848 "Stone Music Entertainment" "Stone Music Entertainment"
"201803" "71" "new" "new" "별 바람 꽃 태양" "마마무 (Mamamoo)" 37676049 "RBW" "Kakao Entertainment"
"201803" "72" "new" "new" "잘 살길 바래 (With. DAVII)" "헤이즈 (Heize)" 37292058 "Stone Music Entertainment, Studio blu" "Stone Music Entertainment"
"201803" "73" NA "-" "팔레트 (Feat. G-DRAGON)" "아이유 (IU)" 36499091 "페이브엔터테인먼트,카카오 M" "Kakao Entertainment"
"201803" "74" "down" "28" "비밀정원" "오마이걸 (OH MY GIRL)" 35019550 "WM엔터테인먼트" "Kakao Entertainment"
"201803" "75" "down" "4" "고민보다 Go" "방탄소년단" 34565124 "BIGHIT MUSIC / HYBE" "Dreamus"
"201803" "76" "new" "new" "나타나줘 (Feat. 박재범)" "로꼬 (LOCO)" 34304820 "AOMG" "Kakao Entertainment"
"201803" "77" "new" "new" "고무줄다리기 (Rubber Band)" "iKON" 33314057 "YG Entertainment" "지니뮤직"
"201803" "78" "down" "38" "고맙다" "세븐틴" 33244208 "플레디스" "Kakao Entertainment"
"201803" "79" "down" "20" "그 사람을 아나요" "임창정" 33127950 "NH EMG" "인터파크"
"201803" "80" "new" "new" "벚꽃 엔딩" "버스커 버스커 (Busker Busker)" 32760057 "Stone Music Entertainment" "Stone Music Entertainment"
"201803" "81" "down" "26" "Universe" "EXO" 32103831 "SM Entertainment" "Dreamus"
"201803" "82" "up" "10" "비가 온다" "정승환" 31604950 "안테나뮤직" "지니뮤직"
"201803" "83" "up" "12" "네가 없는 곳" "양요섭" 31279209 "어라운드 어스" "Kakao Entertainment"
