"year_week" "ranking" "change_grp" "change_val" "title" "artist" "gaon_index" "production" "distribution"
"201911" "63" "up" "15" "꿈속에 너 (Feat. 전상근)" "에이치코드 (H:CODE)" 40737124 "H PERFORMANCE" "퍼플파인 엔터테인먼트"
"201911" "64" "new" "new" "차가워진 이 바람엔 우리가 써있어(Bad Love)" "HYNN(박혜원)" 40618823 "엔터테인먼트뉴오더" "Kakao Entertainment"
"201911" "65" "down" "13" "주저하는 연인들을 위해" "잔나비" 39731861 "페포니 뮤직" "Kakao Entertainment"
"201911" "66" "down" "31" "Done For Me" "펀치 (Punch)" 39681459 "냠냠엔터테인먼트" "Kakao Entertainment"
"201911" "67" "down" "28" "내 목소리 들리니" "벤 (Ben)" 39228225 "냠냠엔터테인먼트" "Kakao Entertainment"
"201911" "68" "down" "3" "이별행동" "이우" 39084710 "케이에이치컴퍼니" "Kakao Entertainment"
"201911" "69" "new" "new" "FLOWER SHOWER" "현아 (HyunA)" 38105816 "피네이션" "Kakao Entertainment"
"201911" "70" "up" "HOT" "Gravity" "태연 (TAEYEON)" 37584800 "SM Entertainment" "Dreamus"
"201911" "71" "down" "15" "내 안부" "이우" 36941059 "소리바다" "소리바다"
"201911" "72" "down" "21" "ICY" "ITZY (있지)" 36140032 "JYP Entertainment" "Dreamus"
"201911" "73" "down" "26" "내 맘을 볼 수 있나요" "헤이즈 (Heize)" 35945396 "냠냠엔터테인먼트" "Kakao Entertainment"
"201911" "74" "down" "37" "사람" "지코 (ZICO)" 35561883 "KOZ 엔터테인먼트" "Kakao Entertainment"
"201911" "75" "down" "7" "Believer" "Imagine Dragons" 35441450 "KIDinaKORNER, Interscope Records" "Universal Music"
"201911" "76" "down" "19" "FANCY" "TWICE" 35199560 "JYP Entertainment" "Dreamus"
"201911" "77" "down" "13" "비" "폴킴" 34685825 "뉴런뮤직" "Kakao Entertainment"
"201911" "78" "new" "new" "축제" "멜로망스(Melomance)" 34632334 "민트페이퍼, 광합성" "Kakao Entertainment"
"201911" "79" "down" "20" "사월이 지나면 우리 헤어져요 (Beautiful goodbye)" "첸 (CHEN)" 34536944 "SM Entertainment" "Dreamus"
"201911" "80" "down" "27" "인사" "멜로망스(Melomance)" 34025384 "민트페이퍼, 광합성" "Kakao Entertainment"
"201911" "81" "down" "1" "봄날" "방탄소년단" 32711957 "BIGHIT MUSIC / HYBE" "Dreamus"
"201911" "82" "down" "27" "Snapping" "청하" 31403494 "MNH Entertainment" "지니뮤직, Stone Music Entertainment"
"201911" "83" "down" "34" "날라리 (LALALAY)" "선미" 31029514 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201911" "84" "down" "8" "사계 (하루살이)" "엠씨더맥스 (M.C The Max)" 30235823 "325 이엔씨" "Kakao Entertainment"
"201911" "85" "up" "HOT" "우린 결국 다시 만날 운명이었지 (Destiny)" "마마무 (Mamamoo)" 29500500 "Stone Music Entertainment" "지니뮤직"
"201911" "86" "up" "9" "호랑이소굴 (Feat. Jvcki Wai)" "기리보이(Giriboy)" 28484944 "린치핀뮤직" "Kakao Entertainment"
"201911" "87" NA "-" "IDOL" "방탄소년단" 28271858 "BIGHIT MUSIC / HYBE" "Dreamus"
"201911" "88" "new" "new" "운명이 내게 말해요" "헤이즈 (Heize)" 28079808 "팬엔터테인먼트, 모스트콘텐츠" "NHN벅스"
"201911" "89" "up" "3" "밤편지" "아이유 (IU)" 27713392 "페이브엔터테인먼트,카카오 M" "Kakao Entertainment"
"201911" "90" "new" "new" "남겨짐에 대해 (Feat. 다운)" "지코 (ZICO)" 27595283 "KOZ 엔터테인먼트" "Kakao Entertainment"
"201911" "91" "down" "25" "가라사대" "비와이(BewhY)" 27132019 "Dejavu Group" "Kakao Entertainment"
"201911" "92" "new" "new" "Show Yourself" "Idina Menzel, Evan Rachel Wood" 27029542 "Walt Disney Records" "Universal Music"
"201911" "93" "down" "60" "달" "AKMU (악뮤)" 26252885 "YG Entertainment" "YG PLUS"
"201911" "94" "down" "40" "나빠(NAPPA)" "크러쉬 (CRUSH)" 26060116 "피네이션" "Dreamus"
"201911" "95" "new" "new" "을 (Feat. BIG Naughty (서동현))" "기리보이(Giriboy)" 25689496 "린치핀뮤직" "Kakao Entertainment"
"201911" "96" "up" "HOT" "Here I Am" "태연 (TAEYEON)" 25581320 "SM Entertainment" "Dreamus"
"201911" "97" "down" "14" "괜찮아도 괜찮아 (That`s okay)" "디오 (D.O.)" 25407205 "SM Entertainment" "Dreamus"
"201911" "98" "down" "24" "널 안지 않을 수 있어야지" "첸 (CHEN)" 25116972 "SM Entertainment" "Dreamus"
"201911" "99" "down" "29" "달라달라" "ITZY (있지)" 24816867 "JYP Entertainment" "Dreamus"
"201911" "100" "down" "31" "담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)" "스윙스(Swings), Kid Milli, 매드 클라운" 24725912 "Stone Music Entertainment" "지니뮤직"
"201911" "101" "down" "28" "아퍼 (Feat. Kid Milli, Lil tachi, 김승민, N..." "기리보이(Giriboy)" 24630892 "린치핀뮤직" "Kakao Entertainment"
"201911" "102" "up" "87" "온도 (Feat. 수란)" "MC몽" 24393791 "밀리언마켓" "Dreamus"
"201911" "103" "new" "new" "Obsession" "EXO" 23351448 "SM Entertainment" "Dreamus"
"201911" "104" "down" "41" "Another Day" "먼데이 키즈 (Monday Kiz), 펀치 (Punch)" 22927344 "냠냠엔터테인먼트" "Kakao Entertainment"
"201911" "105" "up" "HOT" "원더우먼" "브라운 아이드 걸스" 22898846 "에이팝, 미스틱스토리" "Kakao Entertainment"
"201911" "106" "down" "27" "Way Back Home" "숀 (SHAUN)" 22628073 "디씨톰엔터테인먼트" "Warner Music"
"201911" "107" "down" "25" "Goodbye" "박효신" 21485951 "글러브엔터테인먼트" "Kakao Entertainment"
"201911" "108" "down" "7" "comethru" "Jeremy Zucker" 21471623 "Universal Music" "Universal Music"
"201911" "109" "down" "23" "옥탑방" "엔플라잉 (N.Flying)" 21383815 "FNC엔터테인먼트" "Kakao Entertainment"
"201911" "110" "new" "new" "Lose You To Love Me" "Selena Gomez" 20898113 "Interscope Records" "Universal Music"
"201911" "111" "new" "new" "숨겨진 세상 (Into the Unknown End Credit Ve..." "태연 (TAEYEON)" 20694055 "Walt Disney Records" "Universal Music"
"201911" "112" "down" "14" "넘쳐흘러" "엠씨더맥스 (M.C The Max)" 20631093 "325 이엔씨" "Kakao Entertainment"
"201911" "113" "down" "42" "만추 (Feat. Crush)" "헤이즈 (Heize)" 19600915 "Stone Music Entertainment, Studio blu" "지니뮤직"
"201911" "114" "down" "29" "나만, 봄" "볼빨간사춘기" 19145488 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201911" "115" "up" "HOT" "게릴라 (Guerilla)" "오마이걸 (OH MY GIRL)" 18944282 "Stone Music Entertainment" "지니뮤직"
"201911" "116" "down" "19" "벌써 12시" "청하" 18621393 "MNH Entertainment" "지니뮤직, Stone Music Entertainment"
"201911" "117" "up" "20" "소우주 (Mikrokosmos)" "방탄소년단" 18413601 "BIGHIT MUSIC / HYBE" "Dreamus"
"201911" "118" "down" "2" "Shape of You" "Ed Sheeran" 17781061 "Atlantic Records UK" "Warner Music"
"201911" "119" "new" "new" "All I Want For Christmas Is You" "Mariah Carey" 17717133 "Columbia/Legacy" "Sony Music"
"201911" "120" "new" "new" "겨울이 오면" "김필" 17695261 "팬엔터테인먼트, 모스트콘텐츠" "NHN벅스"
"201911" "121" "down" "1" "thank u, next" "Ariana Grande" 17678837 "Republic Records, a division of UMG Recordings,Inc" "Universal Music"
"201911" "122" "down" "32" "FLASH" "X1 (엑스원)" 17673780 "SWING Entertainment, Stone Music Entertainment" "지니뮤직, Stone Music Entertainment"
"201911" "123" "new" "new" "이혼서류" "기리보이(Giriboy)" 17668048 "린치핀뮤직" "Kakao Entertainment"
"201911" "124" "up" "HOT" "무인도 (Feat. MOON)" "MC몽" 17596070 "밀리언마켓" "Dreamus"
"201911" "125" "down" "10" "지나오다" "닐로 (Nilo)" 17238010 "닐로 컴퍼니" "퍼플파인 엔터테인먼트"
"201911" "126" "down" "5" "FRIENDS" "Marshmello, Anne-Marie" 17031652 "Atlantic Records UK" "Warner Music"
"201911" "127" "new" "new" "안녕이라는 말" "송이한" 17013837 "뮤직디자인" "Kakao Entertainment"
"201911" "128" "down" "3" "삐삐" "아이유 (IU)" 16938127 "Kakao Entertainment" "Kakao Entertainment"
"201911" "129" "down" "54" "음파음파 (Umpah Umpah)" "레드벨벳(Red Velvet)" 16926375 "SM Entertainment" "Dreamus"
"201911" "130" "down" "46" "We don`t talk together (Feat. 기리보이) (P..." "헤이즈 (Heize)" 16786986 "Stone Music Entertainment, Studio blu" "지니뮤직"
"201911" "131" "down" "1" "Attention" "Charlie Puth" 16763488 "Artist Partners" "Warner Music"
"201911" "132" "up" "43" "Memories" "Maroon 5" 16670642 "222 Records/Interscope Records" "Universal Music"
"201911" "133" "up" "HOT" "Snowman" "Sia" 16406792 "Monkey Puzzle, Atlantic" "Warner Music"
"201911" "134" "down" "31" "LOVE ME" "뉴이스트 (NU`EST)" 16400877 "플레디스" "지니뮤직, Stone Music Entertainment"
"201911" "135" "down" "39" "비가 내리는 날에는" "윤하" 16367336 "C9엔터테인먼트" "Kakao Entertainment"
"201911" "136" "new" "new" "그 무렵" "김나영" 16325577 "팬엔터테인먼트, 모스트콘텐츠" "NHN벅스"
"201911" "137" "new" "new" "Don`t Start Now" "Dua Lipa" 16181162 "Warner Records" "Warner Music"
"201911" "138" "down" "31" "A Whole New World" "Mena Massoud, Naomi Scott" 16116002 "Disney Enterprises,Inc." "Universal Music"
"201911" "139" "up" "HOT" "Love You Like Crazy" "태연 (TAEYEON)" 16085828 "SM Entertainment" "Dreamus"
"201911" "140" "new" "new" "낙서 (Feat. 백예린) (Prod. by WOOGIE)" "펀치넬로 (punchnello)" 16035659 "AOMG" "Kakao Entertainment"
"201911" "141" "down" "15" "Youth" "Troye Sivan" 15972950 "Universal Music" "Universal Music"
"201911" "142" "down" "32" "초록빛" "폴킴" 15864320 "뉴런뮤직" "Kakao Entertainment"
"201911" "143" "down" "32" "I Don`t Care" "Ed Sheeran, Justin Bieber" 15833348 "Atlantic Records UK" "Warner Music"
"201911" "144" "up" "37" "EX" "Kiana Lede" 15546174 "Republic Records, a division of UMG Recordings,Inc" "Universal Music"
"201911" "145" NA "-" "One Call Away" "Charlie Puth" 15120687 "Artist Partners" "Warner Music"
"201911" "146" "down" "14" "On My Way" "Alan Walker, Sabrina Carpenter, Farruko" 15095825 "MER Recordings" "Sony Music"
"201911" "147" "up" "HOT" "Find Me" "태연 (TAEYEON)" 14640542 "SM Entertainment" "Dreamus"
"201911" "148" "down" "36" "정말 헤어지는 거야 (With 죠지)" "린 (LYn)" 14296167 "325 이엔씨" "Kakao Entertainment"
"201911" "149" "up" "64" "너는 어땠을까" "노을" 14252579 "씨제스엔터테인먼트" "Kakao Entertainment"
"201911" "150" "new" "new" "Santa Tell Me" "Ariana Grande" 14177142 "Republic Records, a division of UMG Recordings,Inc" "Universal Music"
"201911" "151" "up" "2" "고백" "양다일" 14161368 "브랜뉴뮤직" "Kakao Entertainment"
"201911" "152" "down" "28" "여행" "볼빨간사춘기" 14139631 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201911" "153" "down" "39" "가을 타나 봐" "바이브 (Vibe)" 14019840 "메이저나인" "지니뮤직"
"201911" "154" "up" "20" "이상한 사람" "존 박" 14013125 "팬엔터테인먼트, 모스트콘텐츠" "NHN벅스"
"201911" "155" "down" "36" "이별하러 가는 길" "임한별" 14008513 "모스트웍스" "Kakao Entertainment"
"201911" "156" "down" "15" "All Falls Down (Feat. Noah Cyrus, Digi..." "Alan Walker" 13936680 "MER Musikk" "Sony Music"
"201911" "157" "down" "3" "혼코노 (Honkono)" "하은 (라코스테남)" 13925475 "인디안레이블" "지니뮤직"
"201911" "158" "down" "86" "나만 아픈 일" "이해리" 13762993 "Stone Music Entertainment" "지니뮤직"
"201911" "159" "down" "20" "7 rings" "Ariana Grande" 13710030 "Republic Records, a division of UMG Recordings,Inc" "Universal Music"
"201911" "160" "down" "47" "Kill This Love" "BLACKPINK" 13704940 "YG Entertainment" "YG PLUS"
"201911" "161" "down" "103" "FREEDOM" "AKMU (악뮤)" 13674431 "YG Entertainment" "YG PLUS"
"201911" "162" "up" "HOT" "존버 (Feat. Coogie, Jiselle)" "MC몽" 13601287 "밀리언마켓" "Dreamus"
"201911" "163" "up" "60" "첫눈처럼 너에게 가겠다" "에일리 (Ailee)" 13585901 "Stone Music Entertainment, 화앤담픽쳐스" "지니뮤직, Stone Music Entertainment"
"201911" "164" "up" "12" "취하고 싶다 (Prod. By 전태익)" "황인욱" 13541984 "678 MUSIC" "뮤직파운드"
"201911" "165" "down" "98" "뱃노래" "AKMU (악뮤)" 13417790 "YG Entertainment" "YG PLUS"
"201911" "166" "down" "38" "180도" "벤 (Ben)" 13409576 "메이저나인" "지니뮤직"
"201911" "167" "down" "105" "밤 끝없는 밤" "AKMU (악뮤)" 13323594 "YG Entertainment" "YG PLUS"
"201911" "168" "down" "107" "물 만난 물고기" "AKMU (악뮤)" 13318221 "YG Entertainment" "YG PLUS"
"201911" "169" NA "-" "선물" "멜로망스(Melomance)" 13274763 "민트페이퍼, 광합성" "Kakao Entertainment"
"201911" "170" "down" "61" "Love Shot" "EXO" 13197453 "SM Entertainment" "Dreamus"
"201911" "171" "up" "1" "Honesty" "Pink Sweat$" 13159181 "Human Re Sources, LLC" "Warner Music"
"201911" "172" "down" "9" "열애중" "벤 (Ben)" 12993743 "메이저나인" "지니뮤직"
"201911" "173" "down" "22" "Talk" "Khalid, Disclosure" 12784876 "Right Hand Music Group, LLC/RCA Records" "Sony Music"
"201911" "174" "down" "93" "XX" "볼빨간사춘기" 12735134 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201911" "175" "up" "HOT" "Wine" "태연 (TAEYEON)" 12682619 "SM Entertainment" "Dreamus"
"201911" "176" "down" "28" "YES or YES" "TWICE" 12571265 "JYP Entertainment" "Dreamus"
"201911" "177" "down" "12" "내 생에 아름다운" "케이윌 (K.Will)" 12491171 "뮤직앤뉴, 스튜디오앤뉴" "뮤직앤뉴"
"201911" "178" "down" "16" "Havana (Feat. Young Thug)" "Camila Cabello" 12477273 "Syco Music/Epic" "Sony Music"
"201911" "179" "up" "85" "알아 (Feat. HYNN(박혜원))" "MC몽" 12387180 "밀리언마켓" "Dreamus"
"201911" "180" "down" "16" "그날처럼" "장덕철" 12272290 "리메즈" "Kakao Entertainment"
"201911" "181" "down" "54" "돈 Call Me (Prod. BRLLNT)" "염따 (YumDDa)" 12086693 "딩고뮤직, 염따" "Dreamus"
"201911" "182" "down" "11" "If I Can`t Have You" "Shawn Mendes" 12059171 "Island Records, a division of UMG Recordings, Inc." "Universal Music"
"201911" "183" "new" "new" "everything i wanted" "Billie Eilish" 11933398 "Darkroom, Interscope Records" "Universal Music"
"201911" "184" "down" "48" "Dance The Night Away" "TWICE" 11899593 "JYP Entertainment" "Dreamus"
"201911" "185" "down" "12" "하루도 그대를 사랑하지 않은 적이 없었다" "임창정" 11856776 "NH EMG" "인터파크"
"201911" "186" "down" "52" "별 보러 갈래?" "볼빨간사춘기" 11746281 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201911" "187" "down" "32" "Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트)" "pH-1, Kid Milli, 루피 (Loopy)" 11713332 "Stone Music Entertainment" "지니뮤직"
"201911" "188" "down" "45" "당신과는 천천히" "장범준" 11708299 "버스커버스커" "Kakao Entertainment"
"201911" "189" "up" "2" "Someone Like You" "Adele" 11707488 "XL Recordings" "강앤뮤직"
"201911" "190" "up" "22" "Idontwannabeyouanymore" "Billie Eilish" 11691930 "Darkroom, Interscope Records" "Universal Music"
"201911" "191" "down" "3" "Love Yourself" "Justin Bieber" 11688315 "Def Jam Recordings, a division of UMG Recordings, Inc" "Universal Music"
"201911" "192" "new" "new" "Some Things Never Change" "Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2" 11667809 "Walt Disney Records" "Universal Music"
"201911" "193" "down" "11" "미안해" "양다일" 11633179 "브랜뉴뮤직" "Kakao Entertainment"
"201911" "194" "down" "50" "가을 안부" "먼데이 키즈 (Monday Kiz)" 11617720 "먼데이키즈 컴퍼니" "지니뮤직"
"201911" "195" "down" "43" "그건 아마 우리의 잘못은 아닐 거야" "백예린" 11574684 "JYP Entertainment" "Dreamus"
"201911" "196" "up" "1" "SOSO" "WINNER" 11553648 "YG Entertainment" "YG PLUS"
"201911" "197" "down" "66" "BUNGEE (Fall in Love)" "오마이걸 (OH MY GIRL)" 11392329 "WM엔터테인먼트" "Kakao Entertainment"
"201911" "198" "down" "12" "Closer (Feat. Halsey)" "The Chainsmokers" 11386887 "Disruptor Records, Columbia" "Sony Music"
"201911" "199" "down" "95" "그 끝에 그대" "청하" 11367663 "냠냠엔터테인먼트" "Kakao Entertainment"
"201911" "200" "up" "67" "우리 사랑했던 추억을 아직 잊지 말아요" "이석훈" 11348996 "C9엔터테인먼트" "Kakao Entertainment"
"201910" "1" "up" "24" "어떻게 이별까지 사랑하겠어, 널 사랑하는 거지" "AKMU (악뮤)" 238910175 "YG Entertainment" "YG PLUS"
"201910" "2" "up" "1" "흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야" "장범준" 189564560 "Stone Music Entertainment, 삼화네트웍스" "지니뮤직, Stone Music Entertainment"
"201910" "3" "up" "51" "조금 취했어 (Prod. 2soo)" "임재현" 152070719 "엔에스씨컴퍼니, 디원미디어" "Kakao Entertainment"
"201910" "4" "down" "2" "워커홀릭" "볼빨간사춘기" 133909485 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201910" "5" "down" "4" "안녕" "폴킴" 132402953 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "6" "down" "2" "오늘도 빛나는 너에게 (To You My Light) (Feat.이라..." "마크툽 (Maktub)" 120752352 "MAKTUB Company" "Warner Music"
"201910" "7" "up" "23" "사랑이란 멜로는 없어" "전상근" 119160557 "스튜디오 오드리" "Kakao Entertainment"
"201910" "8" NA "-" "시든 꽃에 물을 주듯" "HYNN(박혜원)" 115379831 "엔터테인먼트뉴오더" "Kakao Entertainment"
"201910" "9" "new" "new" "새 사랑" "송하예" 111984403 "더하기미디어" "Kakao Entertainment"
"201910" "10" "new" "new" "있어줘요" "장덕철" 104992529 "리메즈" "Kakao Entertainment"
"201910" "11" "down" "1" "니 소식" "송하예" 103816080 "더하기미디어" "Kakao Entertainment"
"201910" "12" "new" "new" "허전해" "폴킴" 103037732 "뉴런뮤직" "Kakao Entertainment"
"201910" "13" "down" "7" "가을밤 떠난 너" "케이시 (Kassy)" 102300861 "넥스타엔터테인먼트" "Kakao Entertainment"
"201910" "14" "up" "47" "Feel Special" "TWICE" 97869509 "JYP Entertainment" "Dreamus"
"201910" "15" "down" "10" "기억해줘요 내 모든 날과 그때를" "거미" 95412248 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "16" "down" "5" "포장마차" "황인욱" 95017611 "How엔터테인먼트" "NHN벅스"
"201910" "17" "down" "3" "2002" "Anne-Marie" 88204896 "Atlantic Records UK" "Warner Music"
"201910" "18" "new" "new" "떨어지는 낙엽까지도" "헤이즈 (Heize)" 85604690 "Stone Music Entertainment, Studio blu" "지니뮤직"
"201910" "19" "new" "new" "우리 어떻게 할까요" "첸 (CHEN)" 82555110 "SM Entertainment" "Dreamus"
"201910" "20" "down" "11" "그대라는 시" "태연 (TAEYEON)" 81622413 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "21" "down" "8" "술이 문제야" "장혜진, 윤민수" 80831257 "젤리피쉬 엔터테인먼트" "지니뮤직, Stone Music Entertainment"
"201910" "22" "down" "5" "사랑에 연습이 있었다면 (Prod. 2soo)" "임재현" 80783677 "엔에스씨컴퍼니, 디원미디어" "Kakao Entertainment"
"201910" "23" "down" "16" "헤어지자 (Prod. 정키)" "휘인 (Whee In)" 80685453 "RBW" "Kakao Entertainment"
"201910" "24" "down" "2" "Senorita" "Shawn Mendes, Camila Cabello" 78406553 "Island Records, a division of UMG Recordings, Inc." "Universal Music"
"201910" "25" "up" "4" "가끔 이러다" "펀치 (Punch)" 77922734 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "26" "down" "2" "사랑이 식었다고 말해도 돼" "먼데이 키즈 (Monday Kiz)" 72816800 "먼데이키즈 컴퍼니" "Kakao Entertainment"
"201910" "27" NA "-" "모든 날, 모든 순간 (Every day, Every Moment)" "폴킴" 71716962 "SM Entertainment" "Dreamus"
"201910" "28" "down" "5" "bad guy" "Billie Eilish" 70035886 "Darkroom, Interscope Records" "Universal Music"
"201910" "29" "up" "HOT" "천둥벌거숭이 (Feat. Jvcki Wai, 염따)" "지코 (ZICO)" 68378594 "KOZ 엔터테인먼트" "Kakao Entertainment"
"201910" "30" "down" "2" "작은 것들을 위한 시 (Boy With Luv) (Feat. Hals..." "방탄소년단" 64635325 "BIGHIT MUSIC / HYBE" "Dreamus"
"201910" "31" "down" "12" "헤어져줘서 고마워" "벤 (Ben)" 63342155 "메이저나인" "지니뮤직"
"201910" "32" "down" "12" "나의 어깨에 기대어요" "10cm" 60788375 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "33" "up" "50" "달" "AKMU (악뮤)" 60098585 "YG Entertainment" "YG PLUS"
"201910" "34" "up" "1" "너를 만나" "폴킴" 59781414 "뉴런뮤직" "Kakao Entertainment"
"201910" "35" "down" "23" "Done For Me" "펀치 (Punch)" 59094275 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "36" "up" "7" "사계 (Four Seasons)" "태연 (TAEYEON)" 58343712 "SM Entertainment" "Dreamus"
"201910" "37" "new" "new" "사람" "지코 (ZICO)" 57779246 "KOZ 엔터테인먼트" "Kakao Entertainment"
"201910" "38" "down" "2" "BAND" "창모, Hash Swan, ASH ISLAND, 김효은" 57588259 "앰비션뮤직" "지니뮤직, Stone Music Entertainment"
"201910" "39" "down" "23" "내 목소리 들리니" "벤 (Ben)" 57477056 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "40" "down" "8" "Speechless (Full)" "Naomi Scott" 57364823 "Disney Enterprises,Inc." "Universal Music"
"201910" "41" "new" "new" "인기 (Feat. 송가인, 챈슬러)" "MC몽" 54974265 "밀리언마켓" "Dreamus"
"201910" "42" "down" "11" "솔직하게 말해서 나" "김나영" 54406412 "네버랜드엔터테인먼트" "Kakao Entertainment"
"201910" "43" "down" "4" "다시 만날까 봐" "V.O.S" 53065201 "J-SOUL COMPANY" "Kakao Entertainment"
"201910" "44" "down" "11" "벗" "닐로 (Nilo)" 52755366 "리메즈" "Universal Music"
"201910" "45" "down" "5" "그때가 좋았어" "케이시 (Kassy)" 52434050 "넥스타엔터테인먼트" "Kakao Entertainment"
"201910" "46" "up" "1" "Paris In The Rain" "Lauv" 51795172 "뮤직테이블" "NHN벅스"
"201910" "47" "down" "26" "내 맘을 볼 수 있나요" "헤이즈 (Heize)" 51519432 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "48" "down" "10" "너에게 못했던 내 마지막 말은" "다비치" 51493236 "Stone Music Entertainment" "지니뮤직"
"201910" "49" "down" "34" "날라리 (LALALAY)" "선미" 51214673 "메이크어스엔터테인먼트" "Kakao Entertainment"
"201910" "50" "down" "5" "노래방에서" "장범준" 49726323 "버스커버스커" "Kakao Entertainment"
"201910" "51" "down" "25" "ICY" "ITZY (있지)" 48824472 "JYP Entertainment" "Dreamus"
"201910" "52" "down" "2" "주저하는 연인들을 위해" "잔나비" 43781259 "페포니 뮤직" "Kakao Entertainment"
"201910" "53" "down" "12" "인사" "멜로망스(Melomance)" 43631310 "민트페이퍼, 광합성" "Kakao Entertainment"
"201910" "54" "down" "36" "나빠(NAPPA)" "크러쉬 (CRUSH)" 43269318 "피네이션" "Dreamus"
"201910" "55" "down" "13" "Snapping" "청하" 43034245 "MNH Entertainment" "지니뮤직, Stone Music Entertainment"
"201910" "56" "down" "8" "내 안부" "이우" 42876469 "소리바다" "소리바다"
"201910" "57" "down" "6" "FANCY" "TWICE" 42843025 "JYP Entertainment" "Dreamus"
"201910" "58" "up" "50" "FREEDOM" "AKMU (악뮤)" 42144470 "YG Entertainment" "YG PLUS"
"201910" "59" "up" "9" "사월이 지나면 우리 헤어져요 (Beautiful goodbye)" "첸 (CHEN)" 40659434 "SM Entertainment" "Dreamus"
"201910" "60" "new" "new" "샤넬 (Feat. 박봄)" "MC몽" 40565730 "밀리언마켓" "Dreamus"
"201910" "61" "up" "51" "물 만난 물고기" "AKMU (악뮤)" 39896529 "YG Entertainment" "YG PLUS"
"201910" "62" "up" "63" "밤 끝없는 밤" "AKMU (악뮤)" 39533124 "YG Entertainment" "YG PLUS"
"201910" "63" "down" "26" "Another Day" "먼데이 키즈 (Monday Kiz), 펀치 (Punch)" 39513852 "냠냠엔터테인먼트" "Kakao Entertainment"
"201910" "64" "down" "6" "비" "폴킴" 39037431 "뉴런뮤직" "Kakao Entertainment"
"201910" "65" "new" "new" "이별행동" "이우" 38681450 "케이에이치컴퍼니" "Kakao Entertainment"
"201910" "66" "down" "4" "가라사대" "비와이(BewhY)" 38387976 "Dejavu Group" "Kakao Entertainment"
"201910" "67" "up" "40" "뱃노래" "AKMU (악뮤)" 38377582 "YG Entertainment" "YG PLUS"
"201910" "68" "up" "1" "Believer" "Imagine Dragons" 38041418 "KIDinaKORNER, Interscope Records" "Universal Music"
"201910" "69" "down" "25" "담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)" "스윙스(Swings), Kid Milli, 매드 클라운" 37752855 "Stone Music Entertainment" "지니뮤직"
"201910" "70" "down" "15" "달라달라" "ITZY (있지)" 36442944 "JYP Entertainment" "Dreamus"
"201910" "71" "new" "new" "만추 (Feat. Crush)" "헤이즈 (Heize)" 35958401 "Stone Music Entertainment, Studio blu" "지니뮤직"
"201910" "72" "up" "31" "나만 아픈 일" "이해리" 35107331 "Stone Music Entertainment" "지니뮤직"
"201910" "73" "down" "16" "아퍼 (Feat. Kid Milli, Lil tachi, 김승민, N..." "기리보이(Giriboy)" 34797380 "린치핀뮤직" "Kakao Entertainment"
"201910" "74" "new" "new" "널 안지 않을 수 있어야지" "첸 (CHEN)" 34785266 "SM Entertainment" "Dreamus"
"201910" "75" "down" "41" "음파음파 (Umpah Umpah)" "레드벨벳(Red Velvet)" 34729759 "SM Entertainment" "Dreamus"
"201910" "76" "down" "10" "사계 (하루살이)" "엠씨더맥스 (M.C The Max)" 34638359 "325 이엔씨" "Kakao Entertainment"
"201910" "77" "new" "new" "불티 (Spark)" "태연 (TAEYEON)" 33996871 "SM Entertainment" "Dreamus"
"201910" "78" "down" "1" "꿈속에 너 (Feat. 전상근)" "에이치코드 (H:CODE)" 33854545 "H PERFORMANCE" "퍼플파인 엔터테인먼트"
"201910" "79" "down" "15" "Way Back Home" "숀 (SHAUN)" 33237692 "디씨톰엔터테인먼트" "Warner Music"
"201910" "80" "down" "5" "봄날" "방탄소년단" 33213861 "BIGHIT MUSIC / HYBE" "Dreamus"
"201910" "81" "down" "29" "XX" "볼빨간사춘기" 31963386 "쇼파르엔터테인먼트" "Kakao Entertainment"
"201910" "82" "down" "12" "Goodbye" "박효신" 31921922 "글러브엔터테인먼트" "Kakao Entertainment"
"201910" "83" "down" "16" "괜찮아도 괜찮아 (That`s okay)" "디오 (D.O.)" 31357621 "SM Entertainment" "Dreamus"
"201910" "84" "down" "28" "We don`t talk together (Feat. 기리보이) (P..." "헤이즈 (Heize)" 31297521 "Stone Music Entertainment, Studio blu" "지니뮤직"
